,street,number,postal_code,neighbourhood,region,latitude,longitude,name
1494,,,0,Bryn,Oslo,59.915328,10.827314,Ole Deviks vei 16
1495,Sørkedalsveien,3B,369,Majorstuen,Oslo,59.930332,10.712859,Sørkedalsveien 3B
1496,Thorvald Meyers Gate,36,555,Fredensborg,Oslo,59.924149,10.759853,Thorvald Meyers Gate 36
1497,Møllergata,8,179,hammer,Oslo,59.914181,10.746586,Møllergata 8
1498,Bygdøy Allé,3,257,Ruselokka,Oslo,59.914995,10.716774000000001,Bygdøy Allé 3
1499,Bankplassen,1,151,St. Hanshaugen,Oslo,59.90892,10.742104,Bankplassen 1
1500,Henrik Ibsens gate,90,255,Ruselokka,Oslo,59.914573,10.719421,Henrik Ibsens gate 90
1501,Grev Wedels plass,2,151,St. Hanshaugen,Oslo,59.907189,10.741444,Grev Wedels plass 2
1502,Rådhusgata,32,151,St. Hanshaugen,Oslo,59.910205,10.738916,Rådhusgata 32
1503,Karoline Kristiansens Vei,3,661,Helsfyr,Oslo,59.913923,10.797616,Karoline Kristiansens Vei 3
1504,Schleppegrells gate,30A,556,Torshov,Oslo,59.927366,10.764113,Schleppegrells gate 30A
1505,Bjerregaards Gate,29,172,Fredensborg,Oslo,59.924794,10.746104,Bjerregaards Gate 29
1506,Grønlandsleiret,79,190,Grønland,Oslo,59.909131,10.768163,Grønlandsleiret 79
1507,Sandakerveien,106,484,Torshov,Oslo,59.945217,10.771976,Sandakerveien 106
1508,Bernt Ankers gate,27,183,hammer,Oslo,59.916472,10.751166,Bernt Ankers gate 27
1509,Harry Fetts vei,7B,667,Bryn,Oslo,59.902508,10.822657,Harry Fetts vei 7B
1510,Bjørnerudveien,17,1266,Hauketo,Oslo,59.843624,10.815268,Bjørnerudveien 17
1511,Stovner Senter,3,985,Høybråten,Oslo,59.961789,10.923727,Stovner Senter 3
1512,Brugata,17,186,Vaterland,Oslo,59.913937,10.757415,Brugata 17
1513,Kirkeveien,64B,366,Majorstuen,Oslo,59.92917,10.71481,Kirkeveien 64B
1514,Dronning Eufemias Gate,18,191,Vaterland,Oslo,59.907836,10.758947,Dronning Eufemias Gate 18
1515,Karl Johans gate,27,159,hammer,Oslo,59.913595,10.73997,Karl Johans gate 27
1516,Bygdøy Allé,66,265,Gimlé,Oslo,59.91891,10.701171,Bygdøy Allé 66
1517,,,0,Kongshavn,Oslo,59.886446,10.725319,Gressholmen
1518,Trondheimsveien,64,565,Enerhaugen,Oslo,59.923088,10.771577,Trondheimsveien 64
1519,Carl Berners plass,2,568,Sindsen,Oslo,59.926437,10.776118,Carl Berners plass 2
1520,Møllergata,38,179,hammer,Oslo,59.917673,10.750294,Møllergata 38
1521,Stovner Senter,3,985,Høybråten,Oslo,59.961789,10.923727,Stovner Senter 3
1522,Sandakerveien,72,484,Torshov,Oslo,59.942374,10.769046,Sandakerveien 72
1523,Youngstorget,2,181,hammer,Oslo,59.914553,10.749678,Youngstorget 2
1524,Lakkegata,55,187,Enerhaugen,Oslo,59.916934,10.762468,Lakkegata 55
1525,Brobekkveien,31B,598,Tonsenhagen,Oslo,59.939738,10.823703,Brobekkveien 31B
1526,Thorvald Meyers gate,76A,550,Enerhaugen,Oslo,59.919405,10.759701,Thorvald Meyers gate 76A
1527,Granebakken,54,1284,Ostmarkkapellet,Oslo,59.857467,10.829274999999999,Granebakken 54
1528,Tjuvholmen Allé,2,252,Aker Brygge,Oslo,59.908836,10.723155,Tjuvholmen Allé 2
1529,Kirkeveien,40,368,Briskeby,Oslo,59.927214,10.712061,Kirkeveien 40
1530,Vitaminveien,7,485,Nydalen,Oslo,59.947301,10.773794,Vitaminveien 7
1531,Fredensborgveien,44,177,hammer,Oslo,59.920487,10.749257,Fredensborgveien 44
1532,Sandakerveien,106,484,Torshov,Oslo,59.945217,10.771976,Sandakerveien 106
1533,Sporveisgata,35,354,Bislett,Oslo,59.925191,10.725345,Sporveisgata 35
1534,Gøteborggata,51,566,Torshov,Oslo,59.926925,10.770889,Gøteborggata 51
1535,Skippergata,32,154,St. Hanshaugen,Oslo,59.911163,10.748352,Skippergata 32
1536,Holbergs gate,19,166,hammer,Oslo,59.918914,10.733719,Holbergs gate 19
1537,Stranden,30,250,Aker Brygge,Oslo,59.908964,10.725717,Stranden 30
1538,Ullern Allé,4,381,Smedstad,Oslo,59.926044,10.64165,Ullern Allé 4
1539,Dronning Eufemias gate,43,194,Vaterland,Oslo,59.907172,10.759753,Dronning Eufemias gate 43
1540,Bergensveien,4A,963,Ammerud,Oslo,59.960169,10.880708,Bergensveien 4A
1541,Lysebuveien,12,790,Lysebu,Oslo,59.977237,10.655501,Lysebuveien 12
1542,Sandtakveien,5,491,Kjelsås,Oslo,59.955208,10.794138,Sandtakveien 5
1543,Brugata,9,186,Vaterland,Oslo,59.913911,10.756104,Brugata 9
1544,Stenersgata,2C,184,hammer,Oslo,59.91315,10.751443,Stenersgata 2C
1545,Konghellegata,8,570,Sindsen,Oslo,59.929641,10.778804,Konghellegata 8
1546,Lindemans Gate,4,267,Gimlé,Oslo,59.921879,10.703419,Lindemans Gate 4
1547,Tvetenveien,162,671,Tveita,Oslo,59.915181,10.846551,Tvetenveien 162
1548,Valkyriegata,21B,366,Majorstuen,Oslo,59.930147,10.715897,Valkyriegata 21B
1549,Storgata,17,184,hammer,Oslo,59.913662,10.750001,Storgata 17
1550,Josefines gate,23,351,Homansbyen,Oslo,59.923094,10.725904,Josefines gate 23
1551,Smalgangen,43,188,Vaterland,Oslo,59.912526,10.761607,Smalgangen 43
1552,Vulkan,5,178,Fredensborg,Oslo,59.922427,10.751924,Vulkan 5
1553,Utmarkveien,1,691,Bøler,Oslo,59.883242,10.845665,Utmarkveien 1
1554,Bryggetorget,14,250,Aker Brygge,Oslo,59.909345,10.724432,Bryggetorget 14
1555,Oberst Rodes Vei,104,1165,Hauketo,Oslo,59.85672,10.812012,Oberst Rodes Vei 104
1556,Tjuvholmen allé,6,252,Aker Brygge,Oslo,59.908503,10.722822,Tjuvholmen allé 6
1557,Thorvald Meyers Gate,72,552,Enerhaugen,Oslo,59.919841,10.759544,Thorvald Meyers Gate 72
1558,Platous Gate,16,190,Grønland,Oslo,59.911264,10.76542,Platous Gate 16
1559,Grubbegata,4,179,hammer,Oslo,59.913912,10.745227,Grubbegata 4
1560,Ole Deviks Vei,26,666,Bryn,Oslo,59.917132,10.827849,Ole Deviks Vei 26
1561,Fridtjof Nansens vei,28B,369,Majorstuen,Oslo,59.931655,10.704999,Fridtjof Nansens vei 28B
1562,Sørkedalsveien,5B,369,Majorstuen,Oslo,59.930691,10.712197,Sørkedalsveien 5B
1563,Filipstad brygge,2,252,Aker Brygge,Oslo,59.909915,10.722698,Filipstad brygge 2
1564,Brobekkveien,80,582,Økern,Oslo,59.93206,10.831542,Brobekkveien 80
1565,Møllergata,8,179,hammer,Oslo,59.914181,10.746586,Møllergata 8
1566,Youngs gate,19,181,hammer,Oslo,59.915119,10.750084,Youngs gate 19
1567,Torggata,16B,181,hammer,Oslo,59.915926,10.751005,Torggata 16B
1568,Fredensborgveien,13C,177,hammer,Oslo,59.918069,10.748039,Fredensborgveien 13C
1569,Kristian IVs gate,15,0,hammer,Oslo,59.915599,10.738139,Kristian IVs gate 15
1570,Bergensgata,2,468,Torshov,Oslo,59.939992,10.758913,Bergensgata 2
1571,Operagata,6,150,Vaterland,Oslo,59.908239,10.7536,Operagata 6
1572,,,0,Bryn,Oslo,59.913651,10.841087,Tveita senter
1573,Stockfleths gate,53A,461,Ila,Oslo,59.936844,10.752464,Stockfleths gate 53A
1574,Kjelsåsveien,18,488,Kjelsås,Oslo,59.944225,10.786392,Kjelsåsveien 18
1575,Korsgata,31,551,Enerhaugen,Oslo,59.919968,10.759008,Korsgata 31
1576,C. J. Hambros Plass,2,164,hammer,Oslo,59.915999,10.741089,C. J. Hambros Plass 2
1577,Dronning Eufemias Gate,32,191,Vaterland,Oslo,59.907486,10.760352,Dronning Eufemias Gate 32
1578,Sørengkaia,99,194,St. Hanshaugen,Oslo,59.902836,10.753338,Sørengkaia 99
1579,Torggata,26,183,hammer,Oslo,59.916672,10.752455,Torggata 26
1580,Deichmans Gate,6,178,hammer,Oslo,59.919191,10.749992,Deichmans Gate 6
1581,Holmens Gate,5,250,Aker Brygge,Oslo,59.910309,10.725597,Holmens Gate 5
1582,Arbeidersamfunnets Plass,1,181,hammer,Oslo,59.915518,10.751805,Arbeidersamfunnets Plass 1
1583,Brugata,10,186,hammer,Oslo,59.914009,10.754819,Brugata 10
1584,Munkedamsveien,59B,244,Aker Brygge,Oslo,59.911043,10.721575,Munkedamsveien 59B
1585,,,0,Holmlia,Oslo,59.838511,10.795671,Ravnåsveien 1-3
1586,Stenersgata,2C,184,hammer,Oslo,59.91315,10.751443,Stenersgata 2C
1587,Nils Bays vei,78,855,Sogn,Oslo,59.951139,10.734874,Nils Bays vei 78
1588,Trygve Lies Plass,1,1051,Lindeberg,Oslo,59.942157,10.897744,Trygve Lies Plass 1
1589,Trondheimsveien,8,560,Enerhaugen,Oslo,59.919274,10.763718,Trondheimsveien 8
1590,Frognerveien,58,266,Briskeby,Oslo,59.922323,10.704395,Frognerveien 58
1591,Sørkedalsveien,5B,369,Majorstuen,Oslo,59.930691,10.712197,Sørkedalsveien 5B
1592,Stranden,3,250,Aker Brygge,Oslo,59.910171,10.727808,Stranden 3
1593,Maridalsveien,256,872,Torshov,Oslo,59.946396,10.759893,Maridalsveien 256
1594,Olaf Ryes plass,11,552,Fredensborg,Oslo,59.923492,10.758325,Olaf Ryes plass 11
1595,Markveien,57,550,hammer,Oslo,59.919955,10.757219,Markveien 57
1596,Østre Aker Vei,33,581,Økern,Oslo,59.928932,10.818591,Østre Aker Vei 33
1597,Holmenkollveien,200,791,Lysebu,Oslo,59.977545,10.677378,Holmenkollveien 200
1598,Olaf Ryes Plass,12,552,Fredensborg,Oslo,59.923489000000004,10.75863,Olaf Ryes Plass 12
1599,Mandalls Gate,2,190,Vaterland,Oslo,59.912258,10.763915,Mandalls Gate 2
1600,Storgata,5,155,St. Hanshaugen,Oslo,59.913199,10.748485,Storgata 5
1601,Norbygata,56,190,Vaterland,Oslo,59.913141,10.765646,Norbygata 56
1602,Holmens Gate,5,250,Aker Brygge,Oslo,59.910309,10.725597,Holmens Gate 5
1603,Dronningens gate,27,154,St. Hanshaugen,Oslo,59.912364,10.747907,Dronningens gate 27
1604,Økernveien,190,580,Tonsenhagen,Oslo,59.936441,10.807879,Økernveien 190
1605,Calmeyers Gate,8,183,hammer,Oslo,59.916042,10.753529,Calmeyers Gate 8
1606,Kanalen,1,252,Aker Brygge,Oslo,59.908189,10.721233,Kanalen 1
1607,Prinsens Gate,5,152,St. Hanshaugen,Oslo,59.9108,10.746303,Prinsens Gate 5
1608,Trondheimsveien,60,565,Enerhaugen,Oslo,59.922795,10.771149,Trondheimsveien 60
1609,Prinsens gate,18,152,St. Hanshaugen,Oslo,59.911286,10.743444,Prinsens gate 18
1610,Darres Gate,2,175,Fredensborg,Oslo,59.927711,10.751784,Darres Gate 2
1611,Bogstadveien,1,355,Homansbyen,Oslo,59.924093,10.725577,Bogstadveien 1
1612,Briskebyveien,31,260,Briskeby,Oslo,59.922319,10.715401,Briskebyveien 31
1613,Drammensveien,130,277,Gimlé,Oslo,59.921455,10.688035,Drammensveien 130
1614,Jernbanetorget,2,154,St. Hanshaugen,Oslo,59.910765,10.749568,Jernbanetorget 2
1615,Dronning Eufemias Gate,32,191,Vaterland,Oslo,59.907486,10.760352,Dronning Eufemias Gate 32
1616,Stovner Senter,3,985,Høybråten,Oslo,59.961789,10.923727,Stovner Senter 3
1617,Vitaminveien,31,485,Nydalen,Oslo,59.947235,10.77158,Vitaminveien 31
1618,Operagata,11,194,Vaterland,Oslo,59.906867,10.755855,Operagata 11
1619,Stortingsgata,2,158,Vika,Oslo,59.912849,10.738643,Stortingsgata 2
1620,Gabels gate,37B,272,Skillebekk,Oslo,59.915359,10.710871,Gabels gate 37B
1621,Sørkedalsveien,106,378,Smedstad,Oslo,59.941488,10.671457,Sørkedalsveien 106
1622,Hoffsveien,15,275,Smedstad,Oslo,59.9259,10.675415,Hoffsveien 15
1623,Mariboes gate,20,183,hammer,Oslo,59.918151,10.752473,Hausmanns gate barnehage Espira
1624,Ivan Bjørndals Gate,25,472,Torshov,Oslo,59.938237,10.763714,Ivan Bjørndals Gate 25
1625,St. Olavs Gate,31,166,hammer,Oslo,59.917914,10.734969,St. Olavs Gate 31
1626,Etterstadsletta,68,659,Helsfyr,Oslo,59.907952,10.805497,Etterstadsletta 68
1627,Kirkeveien,51,368,Majorstuen,Oslo,59.927656999999996,10.713796,Kirkeveien 51
1628,Mariholtveien,200,1061,,Oslo,59.891648,10.907346,Mariholtveien 200
1629,Mandalls gate,10,190,Vaterland,Oslo,59.911007,10.763015,Mandalls gate 10
1630,Sørkedalsveien,1014,758,,Oslo,60.016797,10.612043,Sørkedalsveien 1014
1631,Niels Juels Gate,33,257,Ruselokka,Oslo,59.917426,10.715493,Niels Juels Gate 33
1632,Henrik Ibsens gate,60C,255,Ruselokka,Oslo,59.914992,10.720439,Henrik Ibsens gate 60C
1633,Toftes gate,20B,556,Torshov,Oslo,59.928362,10.761482,Toftes gate 20B
1634,Thorvald Meyers gate,47B,555,Fredensborg,Oslo,59.924132,10.758592,Thorvald Meyers gate 47B
1635,St. Halvards gate,33,192,Gamle Oslo,Oslo,59.906048,10.77516,St. Halvards gate 33
1636,Bogstadveien,64,366,Majorstuen,Oslo,59.928574,10.716006,Bogstadveien 64
1637,Motzfeldts Gate,3,187,Vaterland,Oslo,59.91352,10.762321,Motzfeldts Gate 3
1638,Bogstadveien,53A,366,Majorstuen,Oslo,59.929534,10.71416,Bogstadveien 53A
1639,Lilleakerveien,31,283,Skøyen,Oslo,59.920081,10.636469,Lilleakerveien 31
1640,Youngs Gate,4,181,hammer,Oslo,59.914549,10.751016,Youngs Gate 4
1641,Lille Stranden,4,252,Aker Brygge,Oslo,59.908246,10.723255,Lille Stranden 4
1642,Skovveien,4,257,Ruselokka,Oslo,59.915809,10.715559,Skovveien 4
1643,Sørkedalsveien,3B,369,Majorstuen,Oslo,59.930332,10.712859,Sørkedalsveien 3B
1644,Kristian IV''s Gate,4,164,hammer,Oslo,59.914895,10.739744,Kristian IV''s Gate 4
1645,Parkveien,12,350,Homansbyen,Oslo,59.920818,10.728916,Parkveien 12
1646,Munkedamsveien,62,270,Filipstad,Oslo,59.911394,10.71885,Munkedamsveien 62
1647,Dronning Eufemias Gate,28,191,Vaterland,Oslo,59.907732,10.759354,Dronning Eufemias Gate 28
1648,Bygdøy allé,8,262,Ruselokka,Oslo,59.915694,10.713251,Bygdøy allé 8
1649,Nedre Kalbakkvei,2,950,Ammerud,Oslo,59.951422,10.867129,Nedre Kalbakkvei 2
1650,Waldemar Thranes Gate,9,171,Fredensborg,Oslo,59.924358,10.742076,Waldemar Thranes Gate 9
1651,Karl Johans gate,18 C,0,St. Hanshaugen,Oslo,59.912638,10.741861,Karl Johans gate 18 C
1652,Grensen,17,159,St. Hanshaugen,Oslo,59.91416,10.742571,Grensen 17
1653,Parkveien,1A,350,Homansbyen,Oslo,59.922465,10.73182,Parkveien 1A
1654,Vulkan,5,178,Fredensborg,Oslo,59.922427,10.751924,Vulkan 5
1655,Torggata,13,181,hammer,Oslo,59.915206,10.750215,Torggata 13
1656,Strømsveien,1,657,Gamle Oslo,Oslo,59.907955,10.782987,Strømsveien 1
1657,Thorvald Meyers gate,49,555,Fredensborg,Oslo,59.92401,10.758884,Thorvald Meyers gate 49
1658,Stenersgata,2C,184,hammer,Oslo,59.91315,10.751443,Stenersgata 2C
1659,Nordre Gate,2,551,Fredensborg,Oslo,59.922148,10.754109,Nordre Gate 2
1660,Nils Hansens Vei,15,667,Helsfyr,Oslo,59.910794,10.8205,Nils Hansens Vei 15
1661,Normannsgata,18,655,Grønland,Oslo,59.909756,10.779989,Normannsgata 18
1662,Hoffsveien,92,377,Smedstad,Oslo,59.936898,10.683487,Hoffsveien 92
1663,Haugerudsenteret,1,673,Lindeberg,Oslo,59.922674,10.8564,Haugerudsenteret 1
1664,Tjuvholmen Allé,14,252,Aker Brygge,Oslo,59.907898,10.721969,Tjuvholmen Allé 14
1665,Akershusstranda,25,150,St. Hanshaugen,Oslo,59.901814,10.741166,Akershusstranda 25
1666,Rådhusgata,27,158,Vika,Oslo,59.911155,10.735915,Rådhusgata 27
1667,Sørengkaia,146,194,St. Hanshaugen,Oslo,59.901246,10.752265,Sørengkaia 146
1668,Hausmanns Gate,23,182,hammer,Oslo,59.91718,10.754816,Hausmanns Gate 23
1669,Maridalsveien,4B,178,hammer,Oslo,59.919662,10.751164,Maridalsveien 4B
1670,Refstadveien,44,589,Tonsenhagen,Oslo,59.942033,10.808013,Refstadveien 44
1671,Østerli Terrasse,17,1185,Bøler,Oslo,59.884217,10.811785,Østerli Terrasse 17
1672,Essendrops Gate,8,368,Majorstuen,Oslo,59.929277,10.710253999999999,Essendrops Gate 8
1673,Bentsegata,2,465,Torshov,Oslo,59.937981,10.756819,Bentsegata 2
1674,Rådhusgata,28,151,St. Hanshaugen,Oslo,59.909831,10.740738,Rådhusgata 28
1675,Dronning Eufemias Gate,14,191,Vaterland,Oslo,59.908205,10.757843,Dronning Eufemias Gate 14
1676,Waldemar Thranes Gate,32,171,Fredensborg,Oslo,59.925006,10.742655,Waldemar Thranes Gate 32
1677,Hagegata,22,653,Grønland,Oslo,59.914421,10.775439,Hagegata 22
1678,,,0,,Oslo,60.041422,10.755485,Øyungsdammen Ø
1679,Huk aveny,56,287,Bygdøy,Oslo,59.89911,10.678159,Huk aveny 56
1680,Romsås Senter,1,970,Ammerud,Oslo,59.963161,10.892858,Romsås Senter 1
1681,Sandakerveien,22,473,Torshov,Oslo,59.934002,10.760349,Sandakerveien 22
1682,Bergensgata,5,468,Torshov,Oslo,59.941001,10.759633000000001,Bergensgata 5
1683,Kirkeveien,11,260,Briskeby,Oslo,59.924188,10.708315,Kirkeveien 11
1684,Tollbugata,17,152,St. Hanshaugen,Oslo,59.910474,10.744385,Tollbugata 17
1685,Lilleakerveien,23,283,Skøyen,Oslo,59.918945,10.636636,Lilleakerveien 23
1686,,,0,,Oslo,60.041422,10.755485,Øyungsdammen Ø
1687,Bygdøy allé,65,265,Gimlé,Oslo,59.918931,10.70268,Bygdøy allé 65
1688,Sars' gate,1,562,Enerhaugen,Oslo,59.920134,10.770992,Sars' gate 1
1689,Museumsveien,10,287,Bygdøy,Oslo,59.907485,10.686716,Museumsveien 10
1690,Fridtjof Nansens Plass,5,160,Vika,Oslo,59.913222,10.734444,Fridtjof Nansens Plass 5
1691,Vogts gate,45B,477,Torshov,Oslo,59.934189,10.764368,Vogts gate 45B
1692,Ruseløkkveien,3,251,Vika,Oslo,59.914241,10.728994,Ruseløkkveien 3
1693,Hauketoveien,8,1266,Hauketo,Oslo,59.84701,10.804407,Hauketoveien 8
1694,Vulkan,5,178,Fredensborg,Oslo,59.922164,10.752075,Mathallen
1695,,,0,Manglerud,Oslo,59.892383,10.805036,Ryensvingen 5
1696,Vogts gate,68,477,Torshov,Oslo,59.9369,10.766484,Vogts gate 68
1697,Marstrandgata,3,566,Torshov,Oslo,59.926807,10.769796,Marstrandgata 3
1698,Torggata,34,183,hammer,Oslo,59.917275,10.753586,Torggata 34
1699,Rathkes gate,9A,558,Enerhaugen,Oslo,59.920591,10.763228999999999,Rathkes gate 9A
1700,,,0,Kjelsås,Oslo,59.979252,10.817667,Solemskogen
1701,Ruseløkkveien,3,251,Vika,Oslo,59.914241,10.728994,Ruseløkkveien 3
1702,Thorvald Meyers gate,49,555,Fredensborg,Oslo,59.92401,10.758884,Thorvald Meyers gate 49
1703,Grønlandsleiret,14,190,Vaterland,Oslo,59.912381,10.765206,Grønlandsleiret 14
1704,Thorvald Meyers Gate,18,555,Torshov,Oslo,59.928204,10.759281,Thorvald Meyers Gate 18
1705,Bygdøy Allé,53,265,Skillebekk,Oslo,59.918203,10.706241,Bygdøy Allé 53
1706,Munkedamsveien,29,250,Aker Brygge,Oslo,59.91217,10.726725,Munkedamsveien 29
1707,Arilds Vei,2,491,Kjelsås,Oslo,59.956561,10.789753,Arilds Vei 2
1708,Bogstadveien,66,366,Majorstuen,Oslo,59.928664,10.715726,Bogstadveien 66
1709,Damplassen,1,852,Blindernveien,Oslo,59.943977,10.73262,Damplassen 1
1710,Grønland,5,188,Vaterland,Oslo,59.913106,10.759545,Grønland 5
1711,Operagata,73D,194,Vaterland,Oslo,59.906404,10.758657,Operagata 73D
1712,Stortingsgata,8,161,Vika,Oslo,59.913151,10.73755,Stortingsgata 8
1713,Henrik Ibsens Gate,18,255,Ruselokka,Oslo,59.915116,10.727986,Henrik Ibsens Gate 18
1714,Helgesens gate,16C,553,Fredensborg,Oslo,59.924627,10.759033,Helgesens gate 16C
1715,Bygdøynesveien,39,286,Bygdøy,Oslo,59.903346,10.69944,Bygdøynesveien 39
1716,Hammersborggata,2,181,hammer,Oslo,59.914791,10.751845,Hammersborggata 2
1717,Gimleveien,22B,266,Gimlé,Oslo,59.920224,10.705522,Gimleveien 22B
1718,Henrik Ibsens gate,60C,255,Ruselokka,Oslo,59.914992,10.720439,Henrik Ibsens gate 60C
1719,Bogstadveien,27,355,Bislett,Oslo,59.926346,10.721578,Bogstadveien 27
1720,Ruseløkkveien,3,251,Vika,Oslo,59.914241,10.728994,Ruseløkkveien 3
1721,Karenslyst allé,7,278,Gimlé,Oslo,59.919932,10.685632,Karenslyst allé 7
1722,Rådhusgata,32,151,St. Hanshaugen,Oslo,59.910205,10.738916,Rådhusgata 32
1723,Markveien,50C,554,Fredensborg,Oslo,59.920755,10.758145,Markveien 50C
1724,Øvre Slottsgate,3,157,Vika,Oslo,59.911002,10.74017,Øvre Slottsgate 3
1725,Darres Gate,1,175,Fredensborg,Oslo,59.927441,10.751228,Darres Gate 1
1726,Smalgangen,14,188,Vaterland,Oslo,59.912391,10.760332,Smalgangen 14
1727,Refstadveien,27,589,Tonsenhagen,Oslo,59.941297,10.810886,Refstadveien 27
1728,Stortingsgata,12,161,Vika,Oslo,59.913258,10.736941999999999,Stortingsgata 12
1729,Herslebs Gate,4,561,Enerhaugen,Oslo,59.919623,10.762527,Herslebs Gate 4
1730,Mariboes Gate,7,183,hammer,Oslo,59.916377,10.750818,Mariboes Gate 7
1731,Sandstuveien,52,1184,Manglerud,Oslo,59.887049,10.803018999999999,Sandstuveien 52
1732,,,0,Bryn,Oslo,59.902732,10.820488,Bryn senter
1733,Skovveien,15,257,Ruselokka,Oslo,59.917808,10.718399,Skovveien 15
1734,Storgata,53,182,hammer,Oslo,59.916638,10.757231,Storgata 53
1735,Thorvald Meyers Gate,64,552,Enerhaugen,Oslo,59.921402,10.759434,Thorvald Meyers Gate 64
1736,Kleiva,5,1088,Høybråten,Oslo,59.943562,10.928537,Kleiva 5
1737,Strømsveien,24,658,Helsfyr,Oslo,59.908944,10.787272,Strømsveien 24
1738,Dronning Eufemias gate,16,191,Vaterland,Oslo,59.908252,10.758949,Dronning Eufemias gate 16
1739,Fjordalléen,20,250,Aker Brygge,Oslo,59.909509,10.725055,Fjordalléen 20
1740,Trondheimsveien,13,560,Enerhaugen,Oslo,59.919232,10.764368,Trondheimsveien 13
1741,Osterhaus'' Gate,21,183,hammer,Oslo,59.917515,10.751532,Osterhaus'' Gate 21
1742,,,0,Grønland,Oslo,59.911238,10.766678,Storgaten legeklinikk
1743,Kirkegata,34,153,St. Hanshaugen,Oslo,59.911764,10.745347,Kirkegata 34
1744,Rådhusgata,27,158,Vika,Oslo,59.911155,10.735915,Rådhusgata 27
1745,Odins gate,19A,266,Briskeby,Oslo,59.919504,10.708247,Odins gate 19A
1746,Hølandsgata,22,655,Grønland,Oslo,59.910386,10.78204,Hølandsgata 22
1747,Kirkegata,30,153,St. Hanshaugen,Oslo,59.911499,10.745104,Kirkegata 30
1748,Nedre Prinsdals Vei,76,1263,Holmlia,Oslo,59.83306,10.808504,Nedre Prinsdals Vei 76
1749,Heimdalsgata,37,578,Enerhaugen,Oslo,59.914111,10.767301,Heimdalsgata 37
1750,Ullevålsveien,95,359,Bislett,Oslo,59.932711,10.733718,Ullevålsveien 95
1751,,,0,Skillebekk,Oslo,59.912647,10.711385,Skillebekkparken
1752,Ruseløkkveien,26,251,Vika,Oslo,59.912665,10.726153,Ruseløkkveien 26
1753,Lørenveien,60,585,Økern,Oslo,59.929358,10.797274999999999,Lørenveien 60
1754,Schweigaards Gate,34,191,Vaterland,Oslo,59.910592,10.764933,Schweigaards Gate 34
1755,,,0,Lambertseter,Oslo,59.874324,10.810704,Lambertseter senter
1756,Midtoddveien,5C,494,Nydalen,Oslo,59.963833,10.785291,Midtoddveien 5C
